,Unnamed: 0,Order Date,Brand,Sneaker Name,Release Date,Shoe Size,Buyer Region,Turnover Days,Profit,Profit Ratio,Model,Black,White,Grey,Red,Green,Neo,Orange,Tan/Brown,Pink,Blue,Colorful,Turnover Weeks,color
127,128,2017-09-07,Off-White,nike-air-max-90-off-white,2017-09-09,8.0,California,-2,1440.0,9.0,air-max-90,,1.0,,,,,,1.0,,1.0,1.0,-0.0,White
128,129,2017-09-07,Off-White,nike-air-max-90-off-white,2017-09-09,11.5,New York,-2,930.0,5.81,air-max-90,,1.0,,,,,,1.0,,1.0,1.0,-0.0,White
129,130,2017-09-07,Off-White,nike-air-presto-off-white,2017-09-09,10.0,New York,-2,1184.0,7.4,air-presto,1.0,1.0,,,,,,,,,,-0.0,Black
130,131,2017-09-07,Off-White,nike-air-presto-off-white,2017-09-09,10.0,Massachusetts,-2,1165.0,7.28,air-presto,1.0,1.0,,,,,,,,,,-0.0,Black
131,132,2017-09-07,Off-White,nike-air-vapormax-off-white,2017-09-09,12.0,Kentucky,-2,1550.0,6.2,air-vapormax,1.0,1.0,,,,,,,,,,-0.0,Black
148,149,2017-09-08,Off-White,air-jordan-1-retro-high-off-white-chicago,2017-09-09,13.0,New York,-1,2260.0,11.89,air-jordan-1-retro-high,,1.0,,1.0,,,,,,,1.0,-0.0,White
149,150,2017-09-08,Off-White,air-jordan-1-retro-high-off-white-chicago,2017-09-09,12.0,Illinois,-1,2135.0,11.24,air-jordan-1-retro-high,,1.0,,1.0,,,,,,,1.0,-0.0,White
151,152,2017-09-08,Off-White,nike-air-presto-off-white,2017-09-09,11.0,Colorado,-1,1139.0,7.12,air-presto,1.0,1.0,,,,,,,,,,-0.0,Black
152,153,2017-09-08,Off-White,nike-air-vapormax-off-white,2017-09-09,11.5,Kentucky,-1,2149.0,8.6,air-vapormax,1.0,1.0,,,,,,,,,,-0.0,Black
170,172,2017-09-09,Off-White,air-jordan-1-retro-high-off-white-chicago,2017-09-09,10.5,Massachusetts,0,2609.0,13.73,air-jordan-1-retro-high,,1.0,,1.0,,,,,,,1.0,0.0,White
171,173,2017-09-09,Off-White,air-jordan-1-retro-high-off-white-chicago,2017-09-09,10.0,Delaware,0,2360.0,12.42,air-jordan-1-retro-high,,1.0,,1.0,,,,,,,1.0,0.0,White
172,174,2017-09-09,Off-White,nike-air-max-90-off-white,2017-09-09,11.5,New York,0,789.0,4.93,air-max-90,,1.0,,,,,,1.0,,1.0,1.0,0.0,White
173,175,2017-09-09,Off-White,nike-air-max-90-off-white,2017-09-09,9.5,New Jersey,0,940.0,5.88,air-max-90,,1.0,,,,,,1.0,,1.0,1.0,0.0,White
175,177,2017-09-09,Off-White,nike-air-presto-off-white,2017-09-09,10.0,New Jersey,0,1139.0,7.12,air-presto,1.0,1.0,,,,,,,,,,0.0,Black
191,194,2017-09-10,Off-White,air-jordan-1-retro-high-off-white-chicago,2017-09-09,10.0,New York,1,1910.0,10.05,air-jordan-1-retro-high,,1.0,,1.0,,,,,,,1.0,0.0,White
192,195,2017-09-10,Off-White,nike-air-max-90-off-white,2017-09-09,9.0,California,1,805.0,5.03,air-max-90,,1.0,,,,,,1.0,,1.0,1.0,0.0,White
193,196,2017-09-10,Off-White,nike-air-max-90-off-white,2017-09-09,8.0,New York,1,780.0,4.88,air-max-90,,1.0,,,,,,1.0,,1.0,1.0,0.0,White
194,197,2017-09-10,Off-White,nike-air-presto-off-white,2017-09-09,9.0,California,1,1169.0,7.31,air-presto,1.0,1.0,,,,,,,,,,0.0,Black
195,198,2017-09-10,Off-White,nike-air-presto-off-white,2017-09-09,9.0,New York,1,1110.0,6.94,air-presto,1.0,1.0,,,,,,,,,,0.0,Black
196,199,2017-09-10,Off-White,nike-air-presto-off-white,2017-09-09,10.0,New Jersey,1,1030.0,6.44,air-presto,1.0,1.0,,,,,,,,,,0.0,Black
197,200,2017-09-10,Off-White,nike-air-presto-off-white,2017-09-09,11.0,Florida,1,1140.0,7.12,air-presto,1.0,1.0,,,,,,,,,,0.0,Black
199,202,2017-09-10,Off-White,nike-blazer-mid-off-white,2017-09-09,13.0,Massachusetts,1,800.0,6.15,blazer-mid,,1.0,,,,,,,,,,0.0,White
200,203,2017-09-10,Off-White,nike-blazer-mid-off-white,2017-09-09,10.0,Oregon,1,604.0,4.65,blazer-mid,,1.0,,,,,,,,,,0.0,White
218,222,2017-09-11,Off-White,air-jordan-1-retro-high-off-white-chicago,2017-09-09,12.0,South Carolina,2,1950.0,10.26,air-jordan-1-retro-high,,1.0,,1.0,,,,,,,1.0,0.0,White
221,225,2017-09-11,Off-White,nike-air-presto-off-white,2017-09-09,13.0,New York,2,1540.0,9.62,air-presto,1.0,1.0,,,,,,,,,,0.0,Black
222,226,2017-09-11,Off-White,nike-air-presto-off-white,2017-09-09,10.0,Illinois,2,1079.0,6.74,air-presto,1.0,1.0,,,,,,,,,,0.0,Black
223,227,2017-09-11,Off-White,nike-air-presto-off-white,2017-09-09,10.0,New Jersey,2,990.0,6.19,air-presto,1.0,1.0,,,,,,,,,,0.0,Black
227,231,2017-09-11,Off-White,nike-blazer-mid-off-white,2017-09-09,12.0,California,2,640.0,4.92,blazer-mid,,1.0,,,,,,,,,,0.0,White
228,232,2017-09-11,Off-White,nike-blazer-mid-off-white,2017-09-09,9.0,Oregon,2,605.0,4.65,blazer-mid,,1.0,,,,,,,,,,0.0,White
254,259,2017-09-12,Off-White,air-jordan-1-retro-high-off-white-chicago,2017-09-09,10.5,Illinois,3,1717.0,9.04,air-jordan-1-retro-high,,1.0,,1.0,,,,,,,1.0,0.0,White
258,263,2017-09-12,Off-White,nike-air-presto-off-white,2017-09-09,10.0,Arizona,3,1040.0,6.5,air-presto,1.0,1.0,,,,,,,,,,0.0,Black
282,287,2017-09-13,Off-White,air-jordan-1-retro-high-off-white-chicago,2017-09-09,10.0,Ohio,4,1910.0,10.05,air-jordan-1-retro-high,,1.0,,1.0,,,,,,,1.0,1.0,White
283,288,2017-09-13,Off-White,air-jordan-1-retro-high-off-white-chicago,2017-09-09,10.5,Ohio,4,1710.0,9.0,air-jordan-1-retro-high,,1.0,,1.0,,,,,,,1.0,1.0,White
284,289,2017-09-13,Off-White,air-jordan-1-retro-high-off-white-chicago,2017-09-09,10.5,New York,4,1810.0,9.53,air-jordan-1-retro-high,,1.0,,1.0,,,,,,,1.0,1.0,White
285,290,2017-09-13,Off-White,nike-air-max-90-off-white,2017-09-09,9.0,California,4,730.0,4.56,air-max-90,,1.0,,,,,,1.0,,1.0,1.0,1.0,White
286,291,2017-09-13,Off-White,nike-air-presto-off-white,2017-09-09,8.0,Wisconsin,4,890.0,5.56,air-presto,1.0,1.0,,,,,,,,,,1.0,Black
287,292,2017-09-13,Off-White,nike-air-presto-off-white,2017-09-09,8.0,Rhode Island,4,1030.0,6.44,air-presto,1.0,1.0,,,,,,,,,,1.0,Black
310,317,2017-09-14,Off-White,air-jordan-1-retro-high-off-white-chicago,2017-09-09,10.0,Michigan,5,1510.0,7.95,air-jordan-1-retro-high,,1.0,,1.0,,,,,,,1.0,1.0,White
311,318,2017-09-14,Off-White,air-jordan-1-retro-high-off-white-chicago,2017-09-09,9.5,Florida,5,1920.0,10.11,air-jordan-1-retro-high,,1.0,,1.0,,,,,,,1.0,1.0,White
312,319,2017-09-14,Off-White,air-jordan-1-retro-high-off-white-chicago,2017-09-09,11.0,Florida,5,1860.0,9.79,air-jordan-1-retro-high,,1.0,,1.0,,,,,,,1.0,1.0,White
313,320,2017-09-14,Off-White,nike-air-max-90-off-white,2017-09-09,10.5,Texas,5,710.0,4.44,air-max-90,,1.0,,,,,,1.0,,1.0,1.0,1.0,White
314,321,2017-09-14,Off-White,nike-air-presto-off-white,2017-09-09,10.0,Massachusetts,5,1050.0,6.56,air-presto,1.0,1.0,,,,,,,,,,1.0,Black
335,343,2017-09-15,Off-White,air-jordan-1-retro-high-off-white-chicago,2017-09-09,9.5,Ohio,6,1910.0,10.05,air-jordan-1-retro-high,,1.0,,1.0,,,,,,,1.0,1.0,White
336,344,2017-09-15,Off-White,air-jordan-1-retro-high-off-white-chicago,2017-09-09,11.0,California,6,1625.0,8.55,air-jordan-1-retro-high,,1.0,,1.0,,,,,,,1.0,1.0,White
337,345,2017-09-15,Off-White,air-jordan-1-retro-high-off-white-chicago,2017-09-09,9.5,California,6,1910.0,10.05,air-jordan-1-retro-high,,1.0,,1.0,,,,,,,1.0,1.0,White
338,346,2017-09-15,Off-White,air-jordan-1-retro-high-off-white-chicago,2017-09-09,13.0,California,6,1809.0,9.52,air-jordan-1-retro-high,,1.0,,1.0,,,,,,,1.0,1.0,White
340,348,2017-09-15,Off-White,nike-air-presto-off-white,2017-09-09,9.0,Massachusetts,6,1090.0,6.81,air-presto,1.0,1.0,,,,,,,,,,1.0,Black
341,349,2017-09-15,Off-White,nike-air-presto-off-white,2017-09-09,12.0,Alabama,6,950.0,5.94,air-presto,1.0,1.0,,,,,,,,,,1.0,Black
358,366,2017-09-16,Off-White,air-jordan-1-retro-high-off-white-chicago,2017-09-09,9.0,Pennsylvania,7,1710.0,9.0,air-jordan-1-retro-high,,1.0,,1.0,,,,,,,1.0,1.0,White
359,367,2017-09-16,Off-White,air-jordan-1-retro-high-off-white-chicago,2017-09-09,13.0,New York,7,1660.0,8.74,air-jordan-1-retro-high,,1.0,,1.0,,,,,,,1.0,1.0,White
361,369,2017-09-16,Off-White,nike-air-presto-off-white,2017-09-09,9.0,Nevada,7,940.0,5.88,air-presto,1.0,1.0,,,,,,,,,,1.0,Black
362,370,2017-09-16,Off-White,nike-air-presto-off-white,2017-09-09,9.0,Ohio,7,1090.0,6.81,air-presto,1.0,1.0,,,,,,,,,,1.0,Black
379,387,2017-09-17,Off-White,air-jordan-1-retro-high-off-white-chicago,2017-09-09,10.0,Georgia,8,1720.0,9.05,air-jordan-1-retro-high,,1.0,,1.0,,,,,,,1.0,1.0,White
380,388,2017-09-17,Off-White,nike-air-presto-off-white,2017-09-09,11.0,Colorado,8,1040.0,6.5,air-presto,1.0,1.0,,,,,,,,,,1.0,Black
381,389,2017-09-17,Off-White,nike-air-presto-off-white,2017-09-09,11.0,Tennessee,8,1040.0,6.5,air-presto,1.0,1.0,,,,,,,,,,1.0,Black
382,390,2017-09-17,Off-White,nike-air-presto-off-white,2017-09-09,9.0,California,8,1115.0,6.97,air-presto,1.0,1.0,,,,,,,,,,1.0,Black
405,413,2017-09-18,Off-White,air-jordan-1-retro-high-off-white-chicago,2017-09-09,9.5,California,9,1610.0,8.47,air-jordan-1-retro-high,,1.0,,1.0,,,,,,,1.0,1.0,White
406,414,2017-09-18,Off-White,air-jordan-1-retro-high-off-white-chicago,2017-09-09,13.0,California,9,1535.0,8.08,air-jordan-1-retro-high,,1.0,,1.0,,,,,,,1.0,1.0,White
408,416,2017-09-18,Off-White,nike-air-presto-off-white,2017-09-09,9.0,New Jersey,9,1090.0,6.81,air-presto,1.0,1.0,,,,,,,,,,1.0,Black
409,417,2017-09-18,Off-White,nike-air-presto-off-white,2017-09-09,12.0,Arkansas,9,905.0,5.66,air-presto,1.0,1.0,,,,,,,,,,1.0,Black
428,436,2017-09-19,Off-White,air-jordan-1-retro-high-off-white-chicago,2017-09-09,9.5,California,10,1582.0,8.33,air-jordan-1-retro-high,,1.0,,1.0,,,,,,,1.0,1.0,White
429,437,2017-09-19,Off-White,air-jordan-1-retro-high-off-white-chicago,2017-09-09,8.0,Arizona,10,1810.0,9.53,air-jordan-1-retro-high,,1.0,,1.0,,,,,,,1.0,1.0,White
430,438,2017-09-19,Off-White,nike-air-max-90-off-white,2017-09-09,9.0,California,10,788.0,4.92,air-max-90,,1.0,,,,,,1.0,,1.0,1.0,1.0,White
431,439,2017-09-19,Off-White,nike-air-presto-off-white,2017-09-09,7.0,New York,10,1190.0,7.44,air-presto,1.0,1.0,,,,,,,,,,1.0,Black
432,440,2017-09-19,Off-White,nike-air-presto-off-white,2017-09-09,12.0,California,10,900.0,5.62,air-presto,1.0,1.0,,,,,,,,,,1.0,Black
435,443,2017-09-19,Off-White,nike-blazer-mid-off-white,2017-09-09,10.0,California,10,585.0,4.5,blazer-mid,,1.0,,,,,,,,,,1.0,White
456,465,2017-09-20,Off-White,air-jordan-1-retro-high-off-white-chicago,2017-09-09,10.5,Texas,11,1760.0,9.26,air-jordan-1-retro-high,,1.0,,1.0,,,,,,,1.0,2.0,White
457,466,2017-09-20,Off-White,air-jordan-1-retro-high-off-white-chicago,2017-09-09,13.0,California,11,1580.0,8.32,air-jordan-1-retro-high,,1.0,,1.0,,,,,,,1.0,2.0,White
460,469,2017-09-20,Off-White,nike-air-presto-off-white,2017-09-09,13.0,Virginia,11,1035.0,6.47,air-presto,1.0,1.0,,,,,,,,,,2.0,Black
466,475,2017-09-20,Off-White,nike-blazer-mid-off-white,2017-09-09,13.0,New York,11,595.0,4.58,blazer-mid,,1.0,,,,,,,,,,2.0,White
486,496,2017-09-21,Off-White,air-jordan-1-retro-high-off-white-chicago,2017-09-09,12.0,Oregon,12,1660.0,8.74,air-jordan-1-retro-high,,1.0,,1.0,,,,,,,1.0,2.0,White
487,497,2017-09-21,Off-White,air-jordan-1-retro-high-off-white-chicago,2017-09-09,11.0,Virginia,12,1710.0,9.0,air-jordan-1-retro-high,,1.0,,1.0,,,,,,,1.0,2.0,White
488,498,2017-09-21,Off-White,air-jordan-1-retro-high-off-white-chicago,2017-09-09,9.5,California,12,1760.0,9.26,air-jordan-1-retro-high,,1.0,,1.0,,,,,,,1.0,2.0,White
490,500,2017-09-21,Off-White,nike-air-presto-off-white,2017-09-09,9.0,New York,12,1105.0,6.91,air-presto,1.0,1.0,,,,,,,,,,2.0,Black
491,501,2017-09-21,Off-White,nike-air-presto-off-white,2017-09-09,7.0,New York,12,1190.0,7.44,air-presto,1.0,1.0,,,,,,,,,,2.0,Black
510,520,2017-09-22,Off-White,air-jordan-1-retro-high-off-white-chicago,2017-09-09,7.5,New York,13,1610.0,8.47,air-jordan-1-retro-high,,1.0,,1.0,,,,,,,1.0,2.0,White
513,523,2017-09-22,Off-White,nike-air-presto-off-white,2017-09-09,8.0,California,13,945.0,5.91,air-presto,1.0,1.0,,,,,,,,,,2.0,Black
515,525,2017-09-22,Off-White,nike-air-presto-off-white,2017-09-09,11.0,Illinois,13,948.0,5.92,air-presto,1.0,1.0,,,,,,,,,,2.0,Black
516,526,2017-09-22,Off-White,nike-blazer-mid-off-white,2017-09-09,13.0,California,13,585.0,4.5,blazer-mid,,1.0,,,,,,,,,,2.0,White
529,539,2017-09-23,Off-White,air-jordan-1-retro-high-off-white-chicago,2017-09-09,10.5,Pennsylvania,14,1700.0,8.95,air-jordan-1-retro-high,,1.0,,1.0,,,,,,,1.0,2.0,White
530,540,2017-09-23,Off-White,air-jordan-1-retro-high-off-white-chicago,2017-09-09,11.0,Oklahoma,14,1696.0,8.93,air-jordan-1-retro-high,,1.0,,1.0,,,,,,,1.0,2.0,White
533,543,2017-09-23,Off-White,nike-air-presto-off-white,2017-09-09,11.0,Indiana,14,990.0,6.19,air-presto,1.0,1.0,,,,,,,,,,2.0,Black
534,544,2017-09-23,Off-White,nike-air-presto-off-white,2017-09-09,12.0,Connecticut,14,989.0,6.18,air-presto,1.0,1.0,,,,,,,,,,2.0,Black
551,561,2017-09-24,Off-White,air-jordan-1-retro-high-off-white-chicago,2017-09-09,11.0,California,15,1596.0,8.4,air-jordan-1-retro-high,,1.0,,1.0,,,,,,,1.0,2.0,White
571,584,2017-09-25,Off-White,air-jordan-1-retro-high-off-white-chicago,2017-09-09,12.0,Kentucky,16,1790.0,9.42,air-jordan-1-retro-high,,1.0,,1.0,,,,,,,1.0,2.0,White
573,586,2017-09-25,Off-White,nike-air-presto-off-white,2017-09-09,9.0,New Jersey,16,1090.0,6.81,air-presto,1.0,1.0,,,,,,,,,,2.0,Black
593,607,2017-09-26,Off-White,air-jordan-1-retro-high-off-white-chicago,2017-09-09,10.5,Virginia,17,1611.0,8.48,air-jordan-1-retro-high,,1.0,,1.0,,,,,,,1.0,2.0,White
595,609,2017-09-26,Off-White,nike-air-presto-off-white,2017-09-09,11.0,Texas,17,939.0,5.87,air-presto,1.0,1.0,,,,,,,,,,2.0,Black
599,613,2017-09-26,Off-White,nike-blazer-mid-off-white,2017-09-09,12.0,North Carolina,17,610.0,4.69,blazer-mid,,1.0,,,,,,,,,,2.0,White
617,632,2017-09-27,Off-White,air-jordan-1-retro-high-off-white-chicago,2017-09-09,11.0,Massachusetts,18,1560.0,8.21,air-jordan-1-retro-high,,1.0,,1.0,,,,,,,1.0,3.0,White
618,633,2017-09-27,Off-White,air-jordan-1-retro-high-off-white-chicago,2017-09-09,10.5,New York,18,1510.0,7.95,air-jordan-1-retro-high,,1.0,,1.0,,,,,,,1.0,3.0,White
619,634,2017-09-27,Off-White,nike-air-max-90-off-white,2017-09-09,8.0,Florida,18,710.0,4.44,air-max-90,,1.0,,,,,,1.0,,1.0,1.0,3.0,White
621,636,2017-09-27,Off-White,nike-air-presto-off-white,2017-09-09,11.0,New Jersey,18,1000.0,6.25,air-presto,1.0,1.0,,,,,,,,,,3.0,Black
622,637,2017-09-27,Off-White,nike-air-presto-off-white,2017-09-09,9.0,California,18,1090.0,6.81,air-presto,1.0,1.0,,,,,,,,,,3.0,Black
637,652,2017-09-28,Off-White,air-jordan-1-retro-high-off-white-chicago,2017-09-09,11.0,California,19,1695.0,8.92,air-jordan-1-retro-high,,1.0,,1.0,,,,,,,1.0,3.0,White
639,654,2017-09-28,Off-White,nike-air-presto-off-white,2017-09-09,12.0,California,19,1090.0,6.81,air-presto,1.0,1.0,,,,,,,,,,3.0,Black
640,655,2017-09-28,Off-White,nike-air-presto-off-white,2017-09-09,9.0,Michigan,19,1040.0,6.5,air-presto,1.0,1.0,,,,,,,,,,3.0,Black
658,673,2017-09-29,Off-White,air-jordan-1-retro-high-off-white-chicago,2017-09-09,10.0,California,20,1724.0,9.07,air-jordan-1-retro-high,,1.0,,1.0,,,,,,,1.0,3.0,White
659,674,2017-09-29,Off-White,air-jordan-1-retro-high-off-white-chicago,2017-09-09,11.0,California,20,1570.0,8.26,air-jordan-1-retro-high,,1.0,,1.0,,,,,,,1.0,3.0,White
662,677,2017-09-29,Off-White,nike-air-presto-off-white,2017-09-09,7.0,New York,20,1070.0,6.69,air-presto,1.0,1.0,,,,,,,,,,3.0,Black
663,678,2017-09-29,Off-White,nike-air-presto-off-white,2017-09-09,10.0,Texas,20,1239.0,7.74,air-presto,1.0,1.0,,,,,,,,,,3.0,Black
666,681,2017-09-29,Off-White,nike-blazer-mid-off-white,2017-09-09,11.5,Florida,20,705.0,5.42,blazer-mid,,1.0,,,,,,,,,,3.0,White
678,693,2017-09-30,Off-White,air-jordan-1-retro-high-off-white-chicago,2017-09-09,11.0,Nevada,21,1689.0,8.89,air-jordan-1-retro-high,,1.0,,1.0,,,,,,,1.0,3.0,White
681,696,2017-09-30,Off-White,nike-blazer-mid-off-white,2017-09-09,9.5,New Hampshire,21,695.0,5.35,blazer-mid,,1.0,,,,,,,,,,3.0,White
693,709,2017-10-01,Off-White,air-jordan-1-retro-high-off-white-chicago,2017-09-09,7.0,New York,22,1785.0,9.39,air-jordan-1-retro-high,,1.0,,1.0,,,,,,,1.0,3.0,White
694,710,2017-10-01,Off-White,nike-air-presto-off-white,2017-09-09,13.0,Massachusetts,22,1015.0,6.34,air-presto,1.0,1.0,,,,,,,,,,3.0,Black
714,731,2017-10-02,Off-White,air-jordan-1-retro-high-off-white-chicago,2017-09-09,12.0,Pennsylvania,23,1810.0,9.53,air-jordan-1-retro-high,,1.0,,1.0,,,,,,,1.0,3.0,White
715,732,2017-10-02,Off-White,air-jordan-1-retro-high-off-white-chicago,2017-09-09,8.0,Pennsylvania,23,1815.0,9.55,air-jordan-1-retro-high,,1.0,,1.0,,,,,,,1.0,3.0,White
717,734,2017-10-02,Off-White,nike-air-presto-off-white,2017-09-09,10.0,California,23,1140.0,7.12,air-presto,1.0,1.0,,,,,,,,,,3.0,Black
738,757,2017-10-03,Off-White,air-jordan-1-retro-high-off-white-chicago,2017-09-09,10.0,Illinois,24,1566.0,8.24,air-jordan-1-retro-high,,1.0,,1.0,,,,,,,1.0,3.0,White
739,758,2017-10-03,Off-White,air-jordan-1-retro-high-off-white-chicago,2017-09-09,10.5,Texas,24,1757.0,9.25,air-jordan-1-retro-high,,1.0,,1.0,,,,,,,1.0,3.0,White
741,760,2017-10-03,Off-White,nike-air-presto-off-white,2017-09-09,6.0,California,24,900.0,5.62,air-presto,1.0,1.0,,,,,,,,,,3.0,Black
742,761,2017-10-03,Off-White,nike-air-presto-off-white,2017-09-09,10.0,Michigan,24,1090.0,6.81,air-presto,1.0,1.0,,,,,,,,,,3.0,Black
744,763,2017-10-03,Off-White,nike-blazer-mid-off-white,2017-09-09,12.0,California,24,615.0,4.73,blazer-mid,,1.0,,,,,,,,,,3.0,White
761,782,2017-10-04,Off-White,air-jordan-1-retro-high-off-white-chicago,2017-09-09,9.0,Texas,25,1760.0,9.26,air-jordan-1-retro-high,,1.0,,1.0,,,,,,,1.0,4.0,White
763,784,2017-10-04,Off-White,nike-air-presto-off-white,2017-09-09,9.0,New York,25,1190.0,7.44,air-presto,1.0,1.0,,,,,,,,,,4.0,Black
765,786,2017-10-04,Off-White,nike-blazer-mid-off-white,2017-09-09,10.5,Wisconsin,25,655.0,5.04,blazer-mid,,1.0,,,,,,,,,,4.0,White
790,815,2017-10-06,Off-White,air-jordan-1-retro-high-off-white-chicago,2017-09-09,11.0,Delaware,27,1630.0,8.58,air-jordan-1-retro-high,,1.0,,1.0,,,,,,,1.0,4.0,White
791,816,2017-10-06,Off-White,nike-air-presto-off-white,2017-09-09,9.0,New York,27,1239.0,7.74,air-presto,1.0,1.0,,,,,,,,,,4.0,Black
792,817,2017-10-06,Off-White,nike-air-presto-off-white,2017-09-09,10.0,California,27,1100.0,6.88,air-presto,1.0,1.0,,,,,,,,,,4.0,Black
808,834,2017-10-07,Off-White,nike-air-presto-off-white,2017-09-09,11.0,Virginia,28,1040.0,6.5,air-presto,1.0,1.0,,,,,,,,,,4.0,Black
821,849,2017-10-08,Off-White,air-jordan-1-retro-high-off-white-chicago,2017-09-09,10.0,Texas,29,1760.0,9.26,air-jordan-1-retro-high,,1.0,,1.0,,,,,,,1.0,4.0,White
823,851,2017-10-08,Off-White,nike-air-presto-off-white,2017-09-09,10.0,Florida,29,1140.0,7.12,air-presto,1.0,1.0,,,,,,,,,,4.0,Black
837,865,2017-10-09,Off-White,air-jordan-1-retro-high-off-white-chicago,2017-09-09,9.0,Massachusetts,30,1680.0,8.84,air-jordan-1-retro-high,,1.0,,1.0,,,,,,,1.0,4.0,White
854,884,2017-10-10,Off-White,air-jordan-1-retro-high-off-white-chicago,2017-09-09,10.0,California,31,1718.0,9.04,air-jordan-1-retro-high,,1.0,,1.0,,,,,,,1.0,4.0,White
856,886,2017-10-10,Off-White,nike-air-presto-off-white,2017-09-09,8.0,Florida,31,1239.0,7.74,air-presto,1.0,1.0,,,,,,,,,,4.0,Black
870,901,2017-10-11,Off-White,nike-air-presto-off-white,2017-09-09,11.0,California,32,1098.0,6.86,air-presto,1.0,1.0,,,,,,,,,,5.0,Black
999,1051,2017-10-13,Off-White,air-jordan-1-retro-high-off-white-chicago,2017-09-09,11.0,Massachusetts,34,1510.0,7.95,air-jordan-1-retro-high,,1.0,,1.0,,,,,,,1.0,5.0,White
1000,1052,2017-10-13,Off-White,air-jordan-1-retro-high-off-white-chicago,2017-09-09,9.0,Pennsylvania,34,1610.0,8.47,air-jordan-1-retro-high,,1.0,,1.0,,,,,,,1.0,5.0,White
1001,1053,2017-10-13,Off-White,air-jordan-1-retro-high-off-white-chicago,2017-09-09,7.0,Nevada,34,1809.0,9.52,air-jordan-1-retro-high,,1.0,,1.0,,,,,,,1.0,5.0,White
1002,1054,2017-10-13,Off-White,air-jordan-1-retro-high-off-white-chicago,2017-09-09,10.0,Michigan,34,1609.0,8.47,air-jordan-1-retro-high,,1.0,,1.0,,,,,,,1.0,5.0,White
1005,1057,2017-10-13,Off-White,nike-air-presto-off-white,2017-09-09,12.0,New York,34,898.0,5.61,air-presto,1.0,1.0,,,,,,,,,,5.0,Black
1008,1060,2017-10-13,Off-White,nike-blazer-mid-off-white,2017-09-09,10.5,Florida,34,890.0,6.85,blazer-mid,,1.0,,,,,,,,,,5.0,White
1038,1095,2017-10-16,Off-White,nike-air-presto-off-white,2017-09-09,10.0,New York,37,1150.0,7.19,air-presto,1.0,1.0,,,,,,,,,,5.0,Black
1060,1120,2017-10-18,Off-White,nike-blazer-mid-off-white,2017-09-09,9.5,California,39,745.0,5.73,blazer-mid,,1.0,,,,,,,,,,6.0,White
1090,1154,2017-10-21,Off-White,nike-air-presto-off-white,2017-09-09,9.0,California,42,1690.0,10.56,air-presto,1.0,1.0,,,,,,,,,,6.0,Black
1091,1155,2017-10-21,Off-White,nike-blazer-mid-off-white,2017-09-09,11.0,California,42,720.0,5.54,blazer-mid,,1.0,,,,,,,,,,6.0,White
1099,1163,2017-10-22,Off-White,air-jordan-1-retro-high-off-white-chicago,2017-09-09,10.0,California,43,1709.0,8.99,air-jordan-1-retro-high,,1.0,,1.0,,,,,,,1.0,6.0,White
1113,1180,2017-10-23,Off-White,nike-air-presto-off-white,2017-09-09,12.0,Kentucky,44,1254.0,7.84,air-presto,1.0,1.0,,,,,,,,,,6.0,Black
1133,1201,2017-10-24,Off-White,nike-blazer-mid-off-white,2017-09-09,9.0,North Carolina,45,670.0,5.15,blazer-mid,,1.0,,,,,,,,,,6.0,White
1146,1214,2017-10-25,Off-White,air-jordan-1-retro-high-off-white-chicago,2017-09-09,11.0,California,46,1510.0,7.95,air-jordan-1-retro-high,,1.0,,1.0,,,,,,,1.0,7.0,White
1147,1215,2017-10-25,Off-White,air-jordan-1-retro-high-off-white-chicago,2017-09-09,9.5,California,46,1800.0,9.47,air-jordan-1-retro-high,,1.0,,1.0,,,,,,,1.0,7.0,White
1149,1219,2017-10-25,Off-White,nike-air-presto-off-white,2017-09-09,10.0,Illinois,46,1265.0,7.91,air-presto,1.0,1.0,,,,,,,,,,7.0,Black
1164,1237,2017-10-26,Off-White,nike-air-presto-off-white,2017-09-09,8.0,California,47,1165.0,7.28,air-presto,1.0,1.0,,,,,,,,,,7.0,Black
1177,1251,2017-10-27,Off-White,air-jordan-1-retro-high-off-white-chicago,2017-09-09,11.0,Pennsylvania,48,1910.0,10.05,air-jordan-1-retro-high,,1.0,,1.0,,,,,,,1.0,7.0,White
1205,1282,2017-10-30,Off-White,air-jordan-1-retro-high-off-white-chicago,2017-09-09,13.0,Nevada,51,1470.0,7.74,air-jordan-1-retro-high,,1.0,,1.0,,,,,,,1.0,7.0,White
1209,1286,2017-10-30,Off-White,nike-air-presto-off-white,2017-09-09,9.0,New Jersey,51,1140.0,7.12,air-presto,1.0,1.0,,,,,,,,,,7.0,Black
1224,1303,2017-10-31,Off-White,air-jordan-1-retro-high-off-white-chicago,2017-09-09,13.0,Florida,52,1460.0,7.68,air-jordan-1-retro-high,,1.0,,1.0,,,,,,,1.0,7.0,White
1226,1305,2017-10-31,Off-White,nike-air-presto-off-white,2017-09-09,9.0,California,52,1240.0,7.75,air-presto,1.0,1.0,,,,,,,,,,7.0,Black
1248,1329,2017-11-02,Off-White,air-jordan-1-retro-high-off-white-chicago,2017-09-09,12.0,Kentucky,54,1630.0,8.58,air-jordan-1-retro-high,,1.0,,1.0,,,,,,,1.0,8.0,White
1249,1330,2017-11-02,Off-White,air-jordan-1-retro-high-off-white-chicago,2017-09-09,10.5,New York,54,1665.0,8.76,air-jordan-1-retro-high,,1.0,,1.0,,,,,,,1.0,8.0,White
