,Unnamed: 0,Order Date,Brand,Sneaker Name,Release Date,Shoe Size,Buyer Region,Turnover Days,Profit,Profit Ratio,Model,Black,White,Grey,Red,Green,Neo,Orange,Tan/Brown,Pink,Blue,Colorful,Turnover Weeks,color
6960,7206,2017-12-05,Off-White,nike-air-presto-off-white,2017-09-09,9.0,Florida,87,906.0,5.66,air-presto,1.0,1.0,,,,,,,,,,12.0,Black
6961,7207,2017-12-05,Off-White,nike-air-presto-off-white,2017-09-09,11.0,California,87,785.0,4.91,air-presto,1.0,1.0,,,,,,,,,,12.0,Black
6962,7208,2017-12-05,Off-White,nike-air-presto-off-white,2017-09-09,9.0,New York,87,930.0,5.81,air-presto,1.0,1.0,,,,,,,,,,12.0,Black
6963,7209,2017-12-05,Off-White,nike-air-presto-off-white,2017-09-09,10.0,California,87,839.0,5.24,air-presto,1.0,1.0,,,,,,,,,,12.0,Black
6964,7210,2017-12-05,Off-White,nike-air-presto-off-white,2017-09-09,9.0,Florida,87,930.0,5.81,air-presto,1.0,1.0,,,,,,,,,,12.0,Black
7175,7423,2017-12-06,Off-White,air-jordan-1-retro-high-off-white-chicago,2017-09-09,12.0,Florida,88,990.0,5.21,air-jordan-1-retro-high,,1.0,,1.0,,,,,,,1.0,13.0,White
7176,7424,2017-12-06,Off-White,air-jordan-1-retro-high-off-white-chicago,2017-09-09,9.0,California,88,1160.0,6.11,air-jordan-1-retro-high,,1.0,,1.0,,,,,,,1.0,13.0,White
7177,7425,2017-12-06,Off-White,air-jordan-1-retro-high-off-white-chicago,2017-09-09,11.0,Massachusetts,88,1004.0,5.28,air-jordan-1-retro-high,,1.0,,1.0,,,,,,,1.0,13.0,White
7193,7441,2017-12-06,Off-White,nike-air-presto-off-white,2017-09-09,7.0,New York,88,939.0,5.87,air-presto,1.0,1.0,,,,,,,,,,13.0,Black
7194,7442,2017-12-06,Off-White,nike-air-presto-off-white,2017-09-09,10.0,California,88,870.0,5.44,air-presto,1.0,1.0,,,,,,,,,,13.0,Black
7195,7443,2017-12-06,Off-White,nike-air-presto-off-white,2017-09-09,10.0,California,88,869.0,5.43,air-presto,1.0,1.0,,,,,,,,,,13.0,Black
7198,7446,2017-12-06,Off-White,nike-air-presto-off-white,2017-09-09,9.0,Washington,88,860.0,5.38,air-presto,1.0,1.0,,,,,,,,,,13.0,Black
7199,7447,2017-12-06,Off-White,nike-air-presto-off-white,2017-09-09,11.0,Oklahoma,88,791.0,4.94,air-presto,1.0,1.0,,,,,,,,,,13.0,Black
7414,7663,2017-12-07,Off-White,air-jordan-1-retro-high-off-white-chicago,2017-09-09,12.0,Nebraska,89,990.0,5.21,air-jordan-1-retro-high,,1.0,,1.0,,,,,,,1.0,13.0,White
7416,7665,2017-12-07,Off-White,air-jordan-1-retro-high-off-white-chicago,2017-09-09,11.5,California,89,930.0,4.89,air-jordan-1-retro-high,,1.0,,1.0,,,,,,,1.0,13.0,White
7417,7666,2017-12-07,Off-White,air-jordan-1-retro-high-off-white-chicago,2017-09-09,10.0,California,89,1060.0,5.58,air-jordan-1-retro-high,,1.0,,1.0,,,,,,,1.0,13.0,White
7418,7667,2017-12-07,Off-White,air-jordan-1-retro-high-off-white-chicago,2017-09-09,9.0,California,89,1110.0,5.84,air-jordan-1-retro-high,,1.0,,1.0,,,,,,,1.0,13.0,White
7419,7668,2017-12-07,Off-White,air-jordan-1-retro-high-off-white-chicago,2017-09-09,8.0,New Jersey,89,1310.0,6.89,air-jordan-1-retro-high,,1.0,,1.0,,,,,,,1.0,13.0,White
7432,7681,2017-12-07,Off-White,nike-air-presto-off-white,2017-09-09,9.0,Mississippi,89,940.0,5.88,air-presto,1.0,1.0,,,,,,,,,,13.0,Black
7433,7682,2017-12-07,Off-White,nike-air-presto-off-white,2017-09-09,10.0,Pennsylvania,89,884.0,5.52,air-presto,1.0,1.0,,,,,,,,,,13.0,Black
7434,7683,2017-12-07,Off-White,nike-air-presto-off-white,2017-09-09,12.0,California,89,770.0,4.81,air-presto,1.0,1.0,,,,,,,,,,13.0,Black
7618,7873,2017-12-08,Off-White,air-jordan-1-retro-high-off-white-chicago,2017-09-09,9.5,Illinois,90,1110.0,5.84,air-jordan-1-retro-high,,1.0,,1.0,,,,,,,1.0,13.0,White
7619,7874,2017-12-08,Off-White,air-jordan-1-retro-high-off-white-chicago,2017-09-09,10.0,Maryland,90,1060.0,5.58,air-jordan-1-retro-high,,1.0,,1.0,,,,,,,1.0,13.0,White
7636,7891,2017-12-08,Off-White,nike-air-presto-off-white,2017-09-09,11.0,New York,90,829.0,5.18,air-presto,1.0,1.0,,,,,,,,,,13.0,Black
7637,7892,2017-12-08,Off-White,nike-air-presto-off-white,2017-09-09,10.0,Tennessee,90,930.0,5.81,air-presto,1.0,1.0,,,,,,,,,,13.0,Black
7817,8074,2017-12-09,Off-White,air-jordan-1-retro-high-off-white-chicago,2017-09-09,12.0,New Jersey,91,990.0,5.21,air-jordan-1-retro-high,,1.0,,1.0,,,,,,,1.0,13.0,White
7818,8075,2017-12-09,Off-White,air-jordan-1-retro-high-off-white-chicago,2017-09-09,9.0,Maryland,91,1185.0,6.24,air-jordan-1-retro-high,,1.0,,1.0,,,,,,,1.0,13.0,White
7823,8080,2017-12-09,Off-White,nike-air-force-1-low-virgil-abloh-off-white-af100,2017-11-04,5.0,New York,35,775.0,5.17,air-force-1,,1.0,,,,,,,,,,5.0,White
7831,8088,2017-12-09,Off-White,nike-air-presto-off-white,2017-09-09,10.0,New Jersey,91,938.0,5.86,air-presto,1.0,1.0,,,,,,,,,,13.0,Black
7994,8262,2017-12-10,Off-White,air-jordan-1-retro-high-off-white-chicago,2017-09-09,8.5,South Carolina,92,1150.0,6.05,air-jordan-1-retro-high,,1.0,,1.0,,,,,,,1.0,13.0,White
7995,8263,2017-12-10,Off-White,air-jordan-1-retro-high-off-white-chicago,2017-09-09,9.5,Pennsylvania,92,1160.0,6.11,air-jordan-1-retro-high,,1.0,,1.0,,,,,,,1.0,13.0,White
7996,8264,2017-12-10,Off-White,air-jordan-1-retro-high-off-white-chicago,2017-09-09,9.5,Oregon,92,1110.0,5.84,air-jordan-1-retro-high,,1.0,,1.0,,,,,,,1.0,13.0,White
8007,8275,2017-12-10,Off-White,nike-air-presto-off-white,2017-09-09,11.0,New York,92,795.0,4.97,air-presto,1.0,1.0,,,,,,,,,,13.0,Black
8008,8276,2017-12-10,Off-White,nike-air-presto-off-white,2017-09-09,11.0,Connecticut,92,835.0,5.22,air-presto,1.0,1.0,,,,,,,,,,13.0,Black
8009,8277,2017-12-10,Off-White,nike-air-presto-off-white,2017-09-09,9.0,New Jersey,92,940.0,5.88,air-presto,1.0,1.0,,,,,,,,,,13.0,Black
8175,8452,2017-12-11,Off-White,air-jordan-1-retro-high-off-white-chicago,2017-09-09,10.5,New York,93,1195.0,6.29,air-jordan-1-retro-high,,1.0,,1.0,,,,,,,1.0,13.0,White
8176,8453,2017-12-11,Off-White,air-jordan-1-retro-high-off-white-chicago,2017-09-09,9.0,Georgia,93,1310.0,6.89,air-jordan-1-retro-high,,1.0,,1.0,,,,,,,1.0,13.0,White
8177,8454,2017-12-11,Off-White,air-jordan-1-retro-high-off-white-chicago,2017-09-09,8.0,California,93,1260.0,6.63,air-jordan-1-retro-high,,1.0,,1.0,,,,,,,1.0,13.0,White
8178,8455,2017-12-11,Off-White,air-jordan-1-retro-high-off-white-chicago,2017-09-09,13.0,California,93,870.0,4.58,air-jordan-1-retro-high,,1.0,,1.0,,,,,,,1.0,13.0,White
8188,8465,2017-12-11,Off-White,nike-air-presto-off-white,2017-09-09,11.0,California,93,815.0,5.09,air-presto,1.0,1.0,,,,,,,,,,13.0,Black
8189,8466,2017-12-11,Off-White,nike-air-presto-off-white,2017-09-09,11.0,Virginia,93,830.0,5.19,air-presto,1.0,1.0,,,,,,,,,,13.0,Black
8346,8639,2017-12-12,Off-White,air-jordan-1-retro-high-off-white-chicago,2017-09-09,11.5,Georgia,94,960.0,5.05,air-jordan-1-retro-high,,1.0,,1.0,,,,,,,1.0,13.0,White
8347,8640,2017-12-12,Off-White,air-jordan-1-retro-high-off-white-chicago,2017-09-09,13.0,California,94,999.0,5.26,air-jordan-1-retro-high,,1.0,,1.0,,,,,,,1.0,13.0,White
8348,8641,2017-12-12,Off-White,air-jordan-1-retro-high-off-white-chicago,2017-09-09,11.0,Florida,94,965.0,5.08,air-jordan-1-retro-high,,1.0,,1.0,,,,,,,1.0,13.0,White
8349,8642,2017-12-12,Off-White,air-jordan-1-retro-high-off-white-chicago,2017-09-09,10.0,New York,94,1068.0,5.62,air-jordan-1-retro-high,,1.0,,1.0,,,,,,,1.0,13.0,White
8350,8643,2017-12-12,Off-White,air-jordan-1-retro-high-off-white-chicago,2017-09-09,10.0,California,94,1060.0,5.58,air-jordan-1-retro-high,,1.0,,1.0,,,,,,,1.0,13.0,White
8359,8652,2017-12-12,Off-White,nike-air-presto-off-white,2017-09-09,12.0,California,94,774.0,4.84,air-presto,1.0,1.0,,,,,,,,,,13.0,Black
8360,8653,2017-12-12,Off-White,nike-air-presto-off-white,2017-09-09,10.0,Maryland,94,840.0,5.25,air-presto,1.0,1.0,,,,,,,,,,13.0,Black
8361,8654,2017-12-12,Off-White,nike-air-presto-off-white,2017-09-09,8.0,Maryland,94,865.0,5.41,air-presto,1.0,1.0,,,,,,,,,,13.0,Black
8528,8824,2017-12-13,Off-White,air-jordan-1-retro-high-off-white-chicago,2017-09-09,10.5,California,95,1061.0,5.58,air-jordan-1-retro-high,,1.0,,1.0,,,,,,,1.0,14.0,White
8529,8825,2017-12-13,Off-White,air-jordan-1-retro-high-off-white-chicago,2017-09-09,7.5,California,95,1310.0,6.89,air-jordan-1-retro-high,,1.0,,1.0,,,,,,,1.0,14.0,White
8530,8826,2017-12-13,Off-White,air-jordan-1-retro-high-off-white-chicago,2017-09-09,10.0,Illinois,95,1110.0,5.84,air-jordan-1-retro-high,,1.0,,1.0,,,,,,,1.0,14.0,White
8540,8836,2017-12-13,Off-White,nike-air-presto-off-white,2017-09-09,11.0,New York,95,825.0,5.16,air-presto,1.0,1.0,,,,,,,,,,14.0,Black
8541,8837,2017-12-13,Off-White,nike-air-presto-off-white,2017-09-09,7.0,Texas,95,910.0,5.69,air-presto,1.0,1.0,,,,,,,,,,14.0,Black
8757,9059,2017-12-14,Off-White,air-jordan-1-retro-high-off-white-chicago,2017-09-09,11.0,Pennsylvania,96,1000.0,5.26,air-jordan-1-retro-high,,1.0,,1.0,,,,,,,1.0,14.0,White
8759,9061,2017-12-14,Off-White,air-jordan-1-retro-high-off-white-chicago,2017-09-09,9.5,Massachusetts,96,1139.0,5.99,air-jordan-1-retro-high,,1.0,,1.0,,,,,,,1.0,14.0,White
8768,9070,2017-12-14,Off-White,nike-air-presto-off-white,2017-09-09,9.0,New York,96,1015.0,6.34,air-presto,1.0,1.0,,,,,,,,,,14.0,Black
9051,9358,2017-12-15,Off-White,air-jordan-1-retro-high-off-white-chicago,2017-09-09,10.5,Michigan,97,990.0,5.21,air-jordan-1-retro-high,,1.0,,1.0,,,,,,,1.0,14.0,White
9061,9368,2017-12-15,Off-White,nike-air-presto-off-white,2017-09-09,8.0,Nevada,97,920.0,5.75,air-presto,1.0,1.0,,,,,,,,,,14.0,Black
9062,9369,2017-12-15,Off-White,nike-air-presto-off-white,2017-09-09,10.0,New York,97,924.0,5.78,air-presto,1.0,1.0,,,,,,,,,,14.0,Black
9063,9370,2017-12-15,Off-White,nike-air-presto-off-white,2017-09-09,9.0,California,97,890.0,5.56,air-presto,1.0,1.0,,,,,,,,,,14.0,Black
9682,9993,2017-12-16,Off-White,air-jordan-1-retro-high-off-white-chicago,2017-09-09,9.5,Illinois,98,1110.0,5.84,air-jordan-1-retro-high,,1.0,,1.0,,,,,,,1.0,14.0,White
9683,9994,2017-12-16,Off-White,air-jordan-1-retro-high-off-white-chicago,2017-09-09,10.0,New York,98,1145.0,6.03,air-jordan-1-retro-high,,1.0,,1.0,,,,,,,1.0,14.0,White
9698,10009,2017-12-16,Off-White,nike-air-presto-off-white,2017-09-09,9.0,California,98,998.0,6.24,air-presto,1.0,1.0,,,,,,,,,,14.0,Black
9971,10287,2017-12-17,Off-White,air-jordan-1-retro-high-off-white-chicago,2017-09-09,9.5,California,99,1160.0,6.11,air-jordan-1-retro-high,,1.0,,1.0,,,,,,,1.0,14.0,White
9972,10288,2017-12-17,Off-White,air-jordan-1-retro-high-off-white-chicago,2017-09-09,10.0,New York,99,1150.0,6.05,air-jordan-1-retro-high,,1.0,,1.0,,,,,,,1.0,14.0,White
9983,10299,2017-12-17,Off-White,nike-air-presto-off-white,2017-09-09,11.0,Michigan,99,840.0,5.25,air-presto,1.0,1.0,,,,,,,,,,14.0,Black
9984,10300,2017-12-17,Off-White,nike-air-presto-off-white,2017-09-09,10.0,Texas,99,915.0,5.72,air-presto,1.0,1.0,,,,,,,,,,14.0,Black
10250,10574,2017-12-18,Off-White,air-jordan-1-retro-high-off-white-chicago,2017-09-09,9.5,New York,100,1160.0,6.11,air-jordan-1-retro-high,,1.0,,1.0,,,,,,,1.0,14.0,White
10251,10575,2017-12-18,Off-White,air-jordan-1-retro-high-off-white-chicago,2017-09-09,7.0,California,100,1320.0,6.95,air-jordan-1-retro-high,,1.0,,1.0,,,,,,,1.0,14.0,White
10252,10576,2017-12-18,Off-White,air-jordan-1-retro-high-off-white-chicago,2017-09-09,8.5,California,100,1205.0,6.34,air-jordan-1-retro-high,,1.0,,1.0,,,,,,,1.0,14.0,White
10262,10586,2017-12-18,Off-White,nike-air-presto-off-white,2017-09-09,9.0,Florida,100,1090.0,6.81,air-presto,1.0,1.0,,,,,,,,,,14.0,Black
10497,10825,2017-12-19,Off-White,air-jordan-1-retro-high-off-white-chicago,2017-09-09,10.0,California,101,1150.0,6.05,air-jordan-1-retro-high,,1.0,,1.0,,,,,,,1.0,14.0,White
10512,10840,2017-12-19,Off-White,nike-air-presto-off-white,2017-09-09,12.0,New Jersey,101,755.0,4.72,air-presto,1.0,1.0,,,,,,,,,,14.0,Black
10513,10841,2017-12-19,Off-White,nike-air-presto-off-white,2017-09-09,11.0,Ohio,101,840.0,5.25,air-presto,1.0,1.0,,,,,,,,,,14.0,Black
10725,11059,2017-12-20,Off-White,air-jordan-1-retro-high-off-white-chicago,2017-09-09,14.0,Illinois,102,1059.0,5.57,air-jordan-1-retro-high,,1.0,,1.0,,,,,,,1.0,15.0,White
10726,11060,2017-12-20,Off-White,air-jordan-1-retro-high-off-white-chicago,2017-09-09,12.0,New York,102,1160.0,6.11,air-jordan-1-retro-high,,1.0,,1.0,,,,,,,1.0,15.0,White
10727,11061,2017-12-20,Off-White,air-jordan-1-retro-high-off-white-chicago,2017-09-09,10.0,California,102,1149.0,6.05,air-jordan-1-retro-high,,1.0,,1.0,,,,,,,1.0,15.0,White
10728,11062,2017-12-20,Off-White,air-jordan-1-retro-high-off-white-chicago,2017-09-09,10.0,California,102,1150.0,6.05,air-jordan-1-retro-high,,1.0,,1.0,,,,,,,1.0,15.0,White
10735,11069,2017-12-20,Off-White,nike-air-presto-off-white,2017-09-09,11.0,California,102,816.0,5.1,air-presto,1.0,1.0,,,,,,,,,,15.0,Black
10736,11070,2017-12-20,Off-White,nike-air-presto-off-white,2017-09-09,10.0,California,102,890.0,5.56,air-presto,1.0,1.0,,,,,,,,,,15.0,Black
10740,11074,2017-12-20,Off-White,nike-blazer-mid-off-white,2017-09-09,5.0,New York,102,577.0,4.44,blazer-mid,,1.0,,,,,,,,,,15.0,White
10938,11275,2017-12-21,Off-White,air-jordan-1-retro-high-off-white-chicago,2017-09-09,9.5,Florida,103,1210.0,6.37,air-jordan-1-retro-high,,1.0,,1.0,,,,,,,1.0,15.0,White
10939,11276,2017-12-21,Off-White,air-jordan-1-retro-high-off-white-chicago,2017-09-09,10.0,California,103,1110.0,5.84,air-jordan-1-retro-high,,1.0,,1.0,,,,,,,1.0,15.0,White
10951,11288,2017-12-21,Off-White,nike-air-presto-off-white,2017-09-09,11.0,Texas,103,813.0,5.08,air-presto,1.0,1.0,,,,,,,,,,15.0,Black
11074,11413,2017-12-22, Yeezy,adidas-yeezy-boost-350-v2-blue-tint,2017-12-16,16.0,New York,6,1780.0,8.09,yeezy-boost-350,,1.0,1.0,,,,,,,,1.0,1.0,White
11185,11526,2017-12-22,Off-White,air-jordan-1-retro-high-off-white-chicago,2017-09-09,10.0,Pennsylvania,104,1160.0,6.11,air-jordan-1-retro-high,,1.0,,1.0,,,,,,,1.0,15.0,White
11186,11527,2017-12-22,Off-White,air-jordan-1-retro-high-off-white-chicago,2017-09-09,9.0,New York,104,1410.0,7.42,air-jordan-1-retro-high,,1.0,,1.0,,,,,,,1.0,15.0,White
11197,11538,2017-12-22,Off-White,nike-air-presto-off-white,2017-09-09,12.0,Massachusetts,104,789.0,4.93,air-presto,1.0,1.0,,,,,,,,,,15.0,Black
11198,11539,2017-12-22,Off-White,nike-air-presto-off-white,2017-09-09,10.0,Virginia,104,840.0,5.25,air-presto,1.0,1.0,,,,,,,,,,15.0,Black
11382,11725,2017-12-23,Off-White,air-jordan-1-retro-high-off-white-chicago,2017-09-09,10.5,Hawaii,105,1160.0,6.11,air-jordan-1-retro-high,,1.0,,1.0,,,,,,,1.0,15.0,White
11387,11730,2017-12-23,Off-White,nike-air-presto-off-white,2017-09-09,11.0,California,105,802.0,5.01,air-presto,1.0,1.0,,,,,,,,,,15.0,Black
11388,11731,2017-12-23,Off-White,nike-air-presto-off-white,2017-09-09,14.0,Texas,105,1140.0,7.12,air-presto,1.0,1.0,,,,,,,,,,15.0,Black
11522,11875,2017-12-24,Off-White,air-jordan-1-retro-high-off-white-chicago,2017-09-09,10.0,Pennsylvania,106,1199.0,6.31,air-jordan-1-retro-high,,1.0,,1.0,,,,,,,1.0,15.0,White
11523,11876,2017-12-24,Off-White,air-jordan-1-retro-high-off-white-chicago,2017-09-09,8.0,California,106,1210.0,6.37,air-jordan-1-retro-high,,1.0,,1.0,,,,,,,1.0,15.0,White
11530,11883,2017-12-24,Off-White,nike-air-presto-off-white,2017-09-09,11.0,Oregon,106,897.0,5.61,air-presto,1.0,1.0,,,,,,,,,,15.0,Black
11531,11884,2017-12-24,Off-White,nike-air-presto-off-white,2017-09-09,8.0,New York,106,955.0,5.97,air-presto,1.0,1.0,,,,,,,,,,15.0,Black
11710,12066,2017-12-25,Off-White,air-jordan-1-retro-high-off-white-chicago,2017-09-09,9.5,Florida,107,1210.0,6.37,air-jordan-1-retro-high,,1.0,,1.0,,,,,,,1.0,15.0,White
11711,12067,2017-12-25,Off-White,air-jordan-1-retro-high-off-white-chicago,2017-09-09,10.0,California,107,1175.0,6.18,air-jordan-1-retro-high,,1.0,,1.0,,,,,,,1.0,15.0,White
11717,12073,2017-12-25,Off-White,nike-air-presto-off-white,2017-09-09,10.0,Delaware,107,990.0,6.19,air-presto,1.0,1.0,,,,,,,,,,15.0,Black
11718,12074,2017-12-25,Off-White,nike-air-presto-off-white,2017-09-09,11.0,New York,107,870.0,5.44,air-presto,1.0,1.0,,,,,,,,,,15.0,Black
11908,12266,2017-12-26,Off-White,air-jordan-1-retro-high-off-white-chicago,2017-09-09,8.5,California,108,1160.0,6.11,air-jordan-1-retro-high,,1.0,,1.0,,,,,,,1.0,15.0,White
11909,12267,2017-12-26,Off-White,air-jordan-1-retro-high-off-white-chicago,2017-09-09,10.5,California,108,1085.0,5.71,air-jordan-1-retro-high,,1.0,,1.0,,,,,,,1.0,15.0,White
11910,12268,2017-12-26,Off-White,air-jordan-1-retro-high-off-white-chicago,2017-09-09,11.0,Nevada,108,1110.0,5.84,air-jordan-1-retro-high,,1.0,,1.0,,,,,,,1.0,15.0,White
11918,12276,2017-12-26,Off-White,nike-air-presto-off-white,2017-09-09,7.0,Washington,108,805.0,5.03,air-presto,1.0,1.0,,,,,,,,,,15.0,Black
11919,12277,2017-12-26,Off-White,nike-air-presto-off-white,2017-09-09,9.0,New York,108,1000.0,6.25,air-presto,1.0,1.0,,,,,,,,,,15.0,Black
11920,12278,2017-12-26,Off-White,nike-air-presto-off-white,2017-09-09,10.0,Arkansas,108,985.0,6.16,air-presto,1.0,1.0,,,,,,,,,,15.0,Black
12139,12501,2017-12-27,Off-White,air-jordan-1-retro-high-off-white-chicago,2017-09-09,5.5,California,109,1810.0,9.53,air-jordan-1-retro-high,,1.0,,1.0,,,,,,,1.0,16.0,White
12140,12502,2017-12-27,Off-White,air-jordan-1-retro-high-off-white-chicago,2017-09-09,12.0,California,109,1210.0,6.37,air-jordan-1-retro-high,,1.0,,1.0,,,,,,,1.0,16.0,White
12141,12503,2017-12-27,Off-White,air-jordan-1-retro-high-off-white-chicago,2017-09-09,13.0,Maryland,109,1085.0,5.71,air-jordan-1-retro-high,,1.0,,1.0,,,,,,,1.0,16.0,White
12150,12512,2017-12-27,Off-White,nike-air-presto-off-white,2017-09-09,6.0,Nevada,109,916.0,5.72,air-presto,1.0,1.0,,,,,,,,,,16.0,Black
12377,12744,2017-12-28,Off-White,air-jordan-1-retro-high-off-white-chicago,2017-09-09,9.0,California,110,1310.0,6.89,air-jordan-1-retro-high,,1.0,,1.0,,,,,,,1.0,16.0,White
12378,12745,2017-12-28,Off-White,air-jordan-1-retro-high-off-white-chicago,2017-09-09,11.5,New York,110,1210.0,6.37,air-jordan-1-retro-high,,1.0,,1.0,,,,,,,1.0,16.0,White
12385,12752,2017-12-28,Off-White,nike-air-presto-off-white,2017-09-09,10.0,California,110,990.0,6.19,air-presto,1.0,1.0,,,,,,,,,,16.0,Black
12386,12753,2017-12-28,Off-White,nike-air-presto-off-white,2017-09-09,7.0,New York,110,790.0,4.94,air-presto,1.0,1.0,,,,,,,,,,16.0,Black
12387,12754,2017-12-28,Off-White,nike-air-presto-off-white,2017-09-09,10.0,Massachusetts,110,965.0,6.03,air-presto,1.0,1.0,,,,,,,,,,16.0,Black
12597,12968,2017-12-29,Off-White,air-jordan-1-retro-high-off-white-chicago,2017-09-09,9.5,California,111,1260.0,6.63,air-jordan-1-retro-high,,1.0,,1.0,,,,,,,1.0,16.0,White
12598,12969,2017-12-29,Off-White,air-jordan-1-retro-high-off-white-chicago,2017-09-09,8.0,California,111,1260.0,6.63,air-jordan-1-retro-high,,1.0,,1.0,,,,,,,1.0,16.0,White
12599,12970,2017-12-29,Off-White,air-jordan-1-retro-high-off-white-chicago,2017-09-09,11.0,California,111,1216.0,6.4,air-jordan-1-retro-high,,1.0,,1.0,,,,,,,1.0,16.0,White
12605,12976,2017-12-29,Off-White,nike-air-presto-off-white,2017-09-09,11.0,New York,111,838.0,5.24,air-presto,1.0,1.0,,,,,,,,,,16.0,Black
12606,12977,2017-12-29,Off-White,nike-air-presto-off-white,2017-09-09,11.0,New Jersey,111,880.0,5.5,air-presto,1.0,1.0,,,,,,,,,,16.0,Black
12763,13138,2017-12-30, Yeezy,adidas-yeezy-boost-350-v2-semi-frozen-yellow,2017-11-18,16.0,California,42,1079.0,4.9,yeezy-boost-350,1.0,,,,,1.0,,,,,1.0,6.0,Black
12771,13146,2017-12-30,Off-White,air-jordan-1-retro-high-off-white-chicago,2017-09-09,10.5,New York,112,1130.0,5.95,air-jordan-1-retro-high,,1.0,,1.0,,,,,,,1.0,16.0,White
12776,13151,2017-12-30,Off-White,nike-air-presto-off-white,2017-09-09,11.0,New Jersey,112,915.0,5.72,air-presto,1.0,1.0,,,,,,,,,,16.0,Black
12777,13152,2017-12-30,Off-White,nike-air-presto-off-white,2017-09-09,10.0,New York,112,990.0,6.19,air-presto,1.0,1.0,,,,,,,,,,16.0,Black
12780,13155,2017-12-30,Off-White,nike-blazer-mid-off-white,2017-09-09,15.0,California,112,877.0,6.75,blazer-mid,,1.0,,,,,,,,,,16.0,White
12899,13277,2017-12-31,Off-White,air-jordan-1-retro-high-off-white-chicago,2017-09-09,7.0,Washington,113,1560.0,8.21,air-jordan-1-retro-high,,1.0,,1.0,,,,,,,1.0,16.0,White
12900,13278,2017-12-31,Off-White,air-jordan-1-retro-high-off-white-chicago,2017-09-09,10.5,California,113,1160.0,6.11,air-jordan-1-retro-high,,1.0,,1.0,,,,,,,1.0,16.0,White
12901,13279,2017-12-31,Off-White,air-jordan-1-retro-high-off-white-chicago,2017-09-09,10.0,California,113,1245.0,6.55,air-jordan-1-retro-high,,1.0,,1.0,,,,,,,1.0,16.0,White
12907,13285,2017-12-31,Off-White,nike-air-presto-off-white,2017-09-09,9.0,New York,113,1015.0,6.34,air-presto,1.0,1.0,,,,,,,,,,16.0,Black
12908,13286,2017-12-31,Off-White,nike-air-presto-off-white,2017-09-09,10.0,California,113,1130.0,7.06,air-presto,1.0,1.0,,,,,,,,,,16.0,Black
13037,13420,2018-01-01,Off-White,air-jordan-1-retro-high-off-white-chicago,2017-09-09,6.5,New York,114,1660.0,8.74,air-jordan-1-retro-high,,1.0,,1.0,,,,,,,1.0,16.0,White
13038,13421,2018-01-01,Off-White,air-jordan-1-retro-high-off-white-chicago,2017-09-09,13.0,California,114,1161.0,6.11,air-jordan-1-retro-high,,1.0,,1.0,,,,,,,1.0,16.0,White
13043,13426,2018-01-01,Off-White,nike-air-presto-off-white,2017-09-09,9.0,North Carolina,114,1090.0,6.81,air-presto,1.0,1.0,,,,,,,,,,16.0,Black
13044,13427,2018-01-01,Off-White,nike-air-presto-off-white,2017-09-09,13.0,New York,114,750.0,4.69,air-presto,1.0,1.0,,,,,,,,,,16.0,Black
13204,13592,2018-01-02,Off-White,air-jordan-1-retro-high-off-white-chicago,2017-09-09,13.0,North Carolina,115,1185.0,6.24,air-jordan-1-retro-high,,1.0,,1.0,,,,,,,1.0,16.0,White
13211,13599,2018-01-02,Off-White,nike-air-presto-off-white,2017-09-09,8.0,Washington,115,910.0,5.69,air-presto,1.0,1.0,,,,,,,,,,16.0,Black
13376,13766,2018-01-03,Off-White,air-jordan-1-retro-high-off-white-chicago,2017-09-09,9.0,Ohio,116,1312.0,6.91,air-jordan-1-retro-high,,1.0,,1.0,,,,,,,1.0,17.0,White
13377,13767,2018-01-03,Off-White,air-jordan-1-retro-high-off-white-chicago,2017-09-09,4.0,New Jersey,116,1420.0,7.47,air-jordan-1-retro-high,,1.0,,1.0,,,,,,,1.0,17.0,White
13378,13768,2018-01-03,Off-White,air-jordan-1-retro-high-off-white-chicago,2017-09-09,9.5,New York,116,1340.0,7.05,air-jordan-1-retro-high,,1.0,,1.0,,,,,,,1.0,17.0,White
13379,13769,2018-01-03,Off-White,air-jordan-1-retro-high-off-white-chicago,2017-09-09,11.0,California,116,1274.0,6.71,air-jordan-1-retro-high,,1.0,,1.0,,,,,,,1.0,17.0,White
13387,13777,2018-01-03,Off-White,nike-air-presto-off-white,2017-09-09,8.0,Connecticut,116,1040.0,6.5,air-presto,1.0,1.0,,,,,,,,,,17.0,Black
13388,13778,2018-01-03,Off-White,nike-air-presto-off-white,2017-09-09,4.0,Colorado,116,1740.0,10.88,air-presto,1.0,1.0,,,,,,,,,,17.0,Black
13529,13923,2018-01-04,Off-White,air-jordan-1-retro-high-off-white-chicago,2017-09-09,13.0,California,117,1160.0,6.11,air-jordan-1-retro-high,,1.0,,1.0,,,,,,,1.0,17.0,White
13530,13924,2018-01-04,Off-White,air-jordan-1-retro-high-off-white-chicago,2017-09-09,10.0,Connecticut,117,1315.0,6.92,air-jordan-1-retro-high,,1.0,,1.0,,,,,,,1.0,17.0,White
13531,13925,2018-01-04,Off-White,air-jordan-1-retro-high-off-white-chicago,2017-09-09,10.0,Florida,117,1316.0,6.93,air-jordan-1-retro-high,,1.0,,1.0,,,,,,,1.0,17.0,White
